clientnum,attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,avg_open_to_buy,total_amt_chng_q4_q1,total_trans_amt,total_trans_ct,total_ct_chng_q4_q1,avg_utilization_ratio
769574883,Existing Customer,41,Male,2,High School,Married,$40k - $60k,Blue,32,3,1,3,12804.00,2517.00,10287.00,0.89,1101.00,37.00,0.28,0.20
717643608,Existing Customer,48,Male,4,College,Married,$80k - $120k,Blue,36,3,3,2,26443.00,1601.00,24842.00,0.49,1593.00,36.00,0.33,0.06
716966808,Existing Customer,47,Male,1,Graduate,Married,$80k - $120k,Blue,37,6,3,3,11722.00,1667.00,10055.00,0.57,1497.00,35.00,0.25,0.14
717640083,Attrited Customer,59,Male,1,High School,Married,$60k - $80k,Blue,36,3,2,3,6705.00,0.00,6705.00,0.75,731.00,18.00,0.50,0.00
718715583,Existing Customer,65,Male,2,Unknown,Married,Less Than $40k,Blue,56,4,2,4,2318.00,1010.00,1308.00,0.81,1256.00,35.00,0.59,0.44
778686408,Existing Customer,48,Male,1,College,Married,$60k - $80k,Blue,29,4,3,2,19324.00,1040.00,18284.00,0.90,1744.00,50.00,0.85,0.05
721342383,Existing Customer,39,Male,2,Graduate,Married,$80k - $120k,Blue,34,6,3,2,17438.00,0.00,17438.00,1.08,1860.00,37.00,0.85,0.00
794977533,Attrited Customer,62,Male,0,High School,Married,$60k - $80k,Blue,56,3,3,2,8077.00,0.00,8077.00,0.75,906.00,16.00,0.33,0.00
716149383,Existing Customer,62,Male,0,Graduate,Married,$60k - $80k,Blue,36,6,3,3,3674.00,895.00,2779.00,0.66,1703.00,48.00,0.37,0.24
752604633,Attrited Customer,57,Male,2,College,Married,$40k - $60k,Blue,50,2,5,3,6462.00,0.00,6462.00,0.86,761.00,17.00,0.21,0.00
709040508,Existing Customer,57,Male,4,Uneducated,Married,$120k +,Blue,38,6,6,2,19802.00,1961.00,17841.00,1.13,2244.00,58.00,0.71,0.10
721379433,Existing Customer,44,Male,4,Graduate,Married,$60k - $80k,Blue,28,6,2,3,11338.00,0.00,11338.00,0.70,1227.00,24.00,0.50,0.00
716027208,Existing Customer,47,Male,4,Doctorate,Married,$60k - $80k,Blue,36,4,1,1,19665.00,706.00,18959.00,1.32,1110.00,58.00,0.35,0.04
718121658,Attrited Customer,56,Male,1,College,Married,$60k - $80k,Blue,44,5,3,3,1704.00,0.00,1704.00,0.70,660.00,17.00,0.31,0.00
711593808,Attrited Customer,55,Male,1,High School,Married,$60k - $80k,Blue,46,2,2,3,1438.30,0.00,1438.30,1.04,888.00,18.00,1.25,0.00
718731183,Attrited Customer,61,Male,1,Unknown,Married,$40k - $60k,Blue,49,1,2,2,5472.00,788.00,4684.00,0.53,705.00,14.00,0.27,0.14
788779008,Existing Customer,57,Male,2,High School,Married,$60k - $80k,Blue,38,3,1,2,2736.00,1822.00,914.00,0.59,1211.00,25.00,0.92,0.67
710404533,Existing Customer,50,Male,2,Graduate,Married,$80k - $120k,Blue,37,6,2,1,1438.30,862.00,576.30,0.65,1391.00,40.00,0.21,0.60
711697158,Existing Customer,60,Male,0,Graduate,Married,Less Than $40k,Blue,36,6,2,2,1976.00,1311.00,665.00,1.00,1498.00,43.00,0.54,0.66
709186983,Existing Customer,49,Male,4,Uneducated,Married,$80k - $120k,Blue,40,3,1,1,8714.00,2252.00,6462.00,0.83,1536.00,38.00,0.65,0.26
711948333,Existing Customer,42,Male,1,Uneducated,Married,$80k - $120k,Blue,36,6,1,2,9247.00,710.00,8537.00,0.74,1190.00,30.00,0.50,0.08
710541858,Existing Customer,45,Male,3,High School,Married,Less Than $40k,Blue,33,6,5,0,7717.00,1430.00,6287.00,0.82,1248.00,37.00,0.85,0.19
720370533,Attrited Customer,55,Male,3,Uneducated,Married,$60k - $80k,Blue,44,3,2,2,2323.00,0.00,2323.00,0.74,804.00,15.00,0.50,0.00
710784333,Existing Customer,57,Male,2,Unknown,Married,$120k +,Blue,36,3,2,2,23700.00,1314.00,22386.00,1.49,1644.00,28.00,0.65,0.06
816596583,Existing Customer,45,Male,2,Doctorate,Married,$80k - $120k,Blue,40,6,3,1,11710.00,693.00,11017.00,0.91,1749.00,50.00,0.43,0.06
712880283,Existing Customer,31,Male,0,Uneducated,Married,$40k - $60k,Blue,22,3,3,0,4048.00,1113.00,2935.00,0.72,1757.00,45.00,0.61,0.28
814852533,Existing Customer,50,Male,1,Graduate,Married,$80k - $120k,Blue,45,3,2,2,16813.00,1185.00,15628.00,0.55,1482.00,46.00,0.64,0.07
711526533,Existing Customer,33,Male,3,Post-Graduate,Married,$80k - $120k,Blue,25,4,2,3,16434.00,2104.00,14330.00,0.96,1726.00,37.00,0.85,0.13
716999883,Existing Customer,51,Male,4,High School,Married,$80k - $120k,Blue,41,5,2,0,15897.00,1437.00,14460.00,0.58,1405.00,43.00,0.39,0.09
789317883,Existing Customer,54,Male,2,College,Married,$80k - $120k,Blue,44,4,3,3,18750.00,1705.00,17045.00,0.81,1200.00,36.00,0.90,0.09
711231558,Existing Customer,58,Male,3,High School,Married,$60k - $80k,Blue,40,6,1,3,8308.00,2517.00,5791.00,1.46,1915.00,37.00,1.06,0.30
779713608,Existing Customer,52,Male,2,High School,Married,$120k +,Blue,36,5,1,2,2981.00,1358.00,1623.00,1.24,1648.00,30.00,1.50,0.46
770724558,Attrited Customer,42,Male,2,College,Married,$60k - $80k,Blue,28,6,1,3,7340.00,0.00,7340.00,0.65,838.00,24.00,0.41,0.00
783561558,Existing Customer,57,Male,4,Post-Graduate,Married,$120k +,Blue,51,4,2,3,16952.00,0.00,16952.00,0.71,1918.00,61.00,0.65,0.00
787550808,Existing Customer,51,Male,2,Graduate,Married,$40k - $60k,Blue,40,5,1,2,12240.00,1566.00,10674.00,0.54,1422.00,26.00,0.53,0.13
779863533,Existing Customer,37,Male,1,Graduate,Married,$80k - $120k,Blue,21,6,2,0,5120.00,0.00,5120.00,0.87,1680.00,32.00,0.78,0.00
812019933,Existing Customer,65,Male,1,Uneducated,Married,$40k - $60k,Blue,56,3,3,2,2468.00,2021.00,447.00,0.91,1797.00,46.00,0.59,0.82
708557358,Existing Customer,43,Male,2,College,Married,$60k - $80k,Blue,28,4,2,3,22157.00,1355.00,20802.00,0.69,1911.00,55.00,0.57,0.06
713580633,Existing Customer,46,Male,3,Graduate,Married,$40k - $60k,Blue,32,6,2,3,11477.00,0.00,11477.00,0.77,1260.00,27.00,0.69,0.00
802276683,Existing Customer,56,Male,3,Graduate,Married,$80k - $120k,Blue,50,3,3,3,8022.00,1372.00,6650.00,0.90,1794.00,31.00,1.39,0.17
717006333,Existing Customer,54,Male,3,High School,Married,$80k - $120k,Blue,36,6,1,2,1438.30,1133.00,305.30,0.76,1935.00,41.00,0.71,0.79
787621158,Existing Customer,33,Male,2,Unknown,Married,$60k - $80k,Blue,25,6,3,3,6242.00,491.00,5751.00,1.05,2187.00,59.00,0.41,0.08
712979133,Attrited Customer,55,Male,4,High School,Married,$80k - $120k,Blue,41,2,2,2,27560.00,900.00,26660.00,1.03,646.00,10.00,0.25,0.03
710801133,Existing Customer,34,Male,2,Uneducated,Married,$60k - $80k,Blue,36,6,1,2,8581.00,2326.00,6255.00,1.23,2513.00,63.00,0.62,0.27
717958833,Existing Customer,46,Male,4,Graduate,Married,$60k - $80k,Blue,35,5,1,2,1535.00,700.00,835.00,2.28,1848.00,25.00,1.08,0.46
715041333,Existing Customer,39,Male,3,Doctorate,Married,$60k - $80k,Blue,29,3,1,3,3537.00,2517.00,1020.00,1.02,1605.00,43.00,0.34,0.71
712797258,Existing Customer,43,Male,3,Graduate,Married,$120k +,Blue,33,3,1,3,34516.00,2129.00,32387.00,0.59,1463.00,38.00,0.58,0.06
715884858,Existing Customer,38,Male,2,High School,Married,$80k - $120k,Blue,36,5,3,3,2407.00,843.00,1564.00,1.01,1470.00,28.00,0.40,0.35
719781183,Existing Customer,57,Male,4,High School,Married,$80k - $120k,Blue,38,4,1,3,15428.00,1553.00,13875.00,0.75,1916.00,40.00,0.54,0.10
710429358,Existing Customer,57,Male,1,High School,Married,$40k - $60k,Blue,48,5,1,3,2544.00,1927.00,617.00,0.94,1346.00,30.00,0.36,0.76
798792408,Attrited Customer,48,Male,3,High School,Married,$80k - $120k,Blue,42,1,1,3,9959.00,0.00,9959.00,0.69,805.00,24.00,0.14,0.00
713943783,Existing Customer,41,Male,4,Post-Graduate,Married,$60k - $80k,Blue,32,5,3,2,18001.00,906.00,17095.00,0.62,1194.00,25.00,0.47,0.05
818248383,Existing Customer,33,Male,2,Doctorate,Married,$60k - $80k,Blue,28,3,3,3,4049.00,0.00,4049.00,0.90,1742.00,35.00,1.50,0.00
708938508,Existing Customer,63,Male,1,High School,Married,$40k - $60k,Blue,36,5,3,2,4559.00,1571.00,2988.00,1.44,1870.00,35.00,0.84,0.35
711204483,Attrited Customer,56,Male,4,High School,Married,$60k - $80k,Blue,46,3,3,3,2340.00,1930.00,410.00,0.99,781.00,15.00,0.36,0.83
788370258,Existing Customer,37,Male,4,Graduate,Married,$60k - $80k,Blue,30,5,3,2,2578.00,2517.00,61.00,0.90,1830.00,64.00,0.52,0.98
711768858,Existing Customer,55,Male,2,High School,Married,$80k - $120k,Blue,36,3,2,3,6514.00,2258.00,4256.00,0.79,1383.00,20.00,1.86,0.35
714888633,Existing Customer,50,Male,1,Graduate,Married,$80k - $120k,Blue,42,3,3,4,4051.00,1183.00,2868.00,0.79,1837.00,57.00,0.63,0.29
712650333,Existing Customer,48,Male,3,College,Married,$60k - $80k,Blue,37,3,3,2,11959.00,1665.00,10294.00,0.68,1191.00,40.00,0.48,0.14
718344033,Existing Customer,47,Male,2,College,Married,$120k +,Blue,35,4,3,2,3636.00,1010.00,2626.00,0.60,1564.00,59.00,0.69,0.28
715442958,Existing Customer,54,Male,2,Uneducated,Married,$60k - $80k,Blue,36,3,3,3,11067.00,2517.00,8550.00,1.05,1843.00,38.00,1.24,0.23
780326883,Existing Customer,53,Male,2,Doctorate,Married,$60k - $80k,Blue,40,3,3,3,11262.00,1435.00,9827.00,0.74,2165.00,61.00,0.65,0.13
708772308,Existing Customer,41,Male,3,Uneducated,Married,$80k - $120k,Blue,24,4,3,3,4119.00,1656.00,2463.00,0.56,1455.00,35.00,0.67,0.40
778461408,Existing Customer,38,Male,1,High School,Married,$80k - $120k,Blue,23,4,3,2,22149.00,987.00,21162.00,1.63,2409.00,36.00,0.80,0.05
789291633,Existing Customer,62,Male,0,Graduate,Married,$60k - $80k,Blue,51,3,2,0,5450.00,967.00,4483.00,0.70,1526.00,45.00,0.80,0.18
789513858,Attrited Customer,43,Male,3,Unknown,Married,$40k - $60k,Blue,35,2,2,3,1438.30,0.00,1438.30,0.69,891.00,28.00,0.40,0.00
720344658,Existing Customer,38,Male,2,College,Married,$80k - $120k,Blue,23,4,1,1,18226.00,1847.00,16379.00,0.85,1681.00,43.00,0.87,0.10
779791008,Existing Customer,43,Male,3,High School,Married,$80k - $120k,Blue,32,6,2,3,5851.00,1660.00,4191.00,0.79,1572.00,38.00,0.52,0.28
771963708,Attrited Customer,56,Male,3,Unknown,Married,$60k - $80k,Blue,45,5,3,2,12248.00,0.00,12248.00,0.89,767.00,25.00,0.56,0.00
719459358,Existing Customer,52,Male,1,Doctorate,Married,$120k +,Blue,41,4,2,2,33864.00,989.00,32875.00,1.22,1751.00,48.00,0.92,0.03
721517208,Existing Customer,41,Male,4,Unknown,Married,Less Than $40k,Blue,30,4,6,1,2450.00,1967.00,483.00,0.59,1263.00,29.00,0.61,0.80
789485433,Existing Customer,42,Male,4,College,Married,$80k - $120k,Blue,34,3,2,3,34516.00,668.00,33848.00,0.68,1698.00,67.00,0.76,0.02
712881483,Existing Customer,55,Male,1,Post-Graduate,Married,$80k - $120k,Blue,45,5,3,3,9959.00,1890.00,8069.00,1.04,2041.00,45.00,0.88,0.19
711668283,Existing Customer,48,Male,4,Uneducated,Married,$80k - $120k,Blue,37,5,6,3,30948.00,2404.00,28544.00,0.61,1511.00,35.00,0.21,0.08
713530833,Attrited Customer,58,Male,2,Graduate,Married,$40k - $60k,Blue,48,2,3,3,4085.00,2238.00,1847.00,0.57,596.00,15.00,0.50,0.55
710997183,Existing Customer,46,Male,0,Unknown,Married,$60k - $80k,Gold,36,3,3,2,34516.00,1092.00,33424.00,0.74,1409.00,39.00,0.35,0.03
778699908,Attrited Customer,43,Male,2,Uneducated,Married,$60k - $80k,Blue,24,2,3,3,14447.00,0.00,14447.00,0.86,915.00,29.00,2.22,0.00
778623858,Existing Customer,58,Male,0,Uneducated,Married,$80k - $120k,Blue,38,6,3,3,3785.00,1935.00,1850.00,1.56,1824.00,49.00,1.45,0.51
816089433,Existing Customer,49,Male,4,Doctorate,Married,$60k - $80k,Blue,44,3,1,1,3343.00,1581.00,1762.00,1.15,1545.00,31.00,0.82,0.47
787456608,Existing Customer,29,Male,2,High School,Married,$80k - $120k,Blue,15,6,2,2,4158.00,1635.00,2523.00,0.78,1678.00,37.00,0.54,0.39
717090183,Existing Customer,60,Male,1,Doctorate,Married,$120k +,Blue,50,6,1,2,21697.00,2144.00,19553.00,0.65,2117.00,48.00,0.66,0.10
795155433,Existing Customer,45,Male,3,Unknown,Married,$80k - $120k,Blue,38,6,3,1,12918.00,1345.00,11573.00,1.06,1562.00,33.00,1.20,0.10
713989233,Existing Customer,61,Male,0,Post-Graduate,Married,Unknown,Blue,53,6,2,3,14434.00,1927.00,12507.00,2.68,1731.00,32.00,3.57,0.13
828298908,Existing Customer,54,Male,4,Graduate,Married,$120k +,Blue,50,4,2,0,2872.00,2035.00,837.00,0.61,1770.00,47.00,0.74,0.71
720697908,Existing Customer,35,Male,2,High School,Married,$40k - $60k,Blue,21,3,3,1,2967.00,1843.00,1124.00,0.68,1673.00,58.00,0.53,0.62
710831133,Existing Customer,42,Male,3,Unknown,Married,$80k - $120k,Blue,36,5,2,2,18085.00,1487.00,16598.00,0.79,1582.00,47.00,1.04,0.08
816533733,Existing Customer,50,Male,1,Unknown,Married,$80k - $120k,Blue,45,5,2,2,33951.00,0.00,33951.00,0.82,1567.00,44.00,0.47,0.00
720680058,Existing Customer,47,Male,2,Post-Graduate,Married,Less Than $40k,Blue,36,6,1,3,3888.00,1663.00,2225.00,0.66,1145.00,37.00,0.42,0.43
754654383,Existing Customer,30,Male,2,High School,Married,Less Than $40k,Blue,23,4,2,0,2997.00,1393.00,1604.00,1.12,1577.00,35.00,0.52,0.47
708313608,Existing Customer,53,Male,3,Unknown,Married,$80k - $120k,Blue,43,5,3,0,2464.00,2116.00,348.00,0.74,2110.00,43.00,1.05,0.86
807964908,Existing Customer,41,Male,4,High School,Married,$60k - $80k,Blue,36,4,2,2,8013.00,2025.00,5988.00,0.79,1481.00,45.00,0.45,0.25
823845783,Existing Customer,53,Male,2,Unknown,Married,$120k +,Blue,49,6,2,3,3386.00,1984.00,1402.00,0.57,1318.00,37.00,0.19,0.59
711748983,Existing Customer,30,Male,1,High School,Married,$60k - $80k,Blue,17,3,3,2,7906.00,1631.00,6275.00,0.89,1946.00,45.00,0.55,0.21
714851058,Existing Customer,31,Male,0,Graduate,Married,$40k - $60k,Blue,21,3,3,0,2158.00,1729.00,429.00,1.10,1718.00,42.00,0.45,0.80
709207458,Existing Customer,44,Male,3,Graduate,Married,$40k - $60k,Blue,27,4,2,3,10747.00,1603.00,9144.00,0.47,1340.00,25.00,0.92,0.15
763895958,Attrited Customer,53,Male,2,High School,Married,$120k +,Blue,46,4,3,1,7474.00,0.00,7474.00,0.86,732.00,21.00,0.62,0.00
721301733,Existing Customer,53,Male,1,Graduate,Married,$80k - $120k,Blue,38,6,3,2,22140.00,733.00,21407.00,0.99,1580.00,45.00,0.67,0.03
711927108,Attrited Customer,54,Male,3,High School,Married,$80k - $120k,Blue,36,2,3,4,9457.00,350.00,9107.00,1.02,1196.00,28.00,0.33,0.04
816829608,Existing Customer,44,Male,2,Unknown,Married,$80k - $120k,Blue,39,6,2,2,1438.30,0.00,1438.30,0.87,1495.00,39.00,0.39,0.00
713936583,Existing Customer,54,Male,2,Graduate,Married,$60k - $80k,Blue,43,6,3,1,6224.00,1892.00,4332.00,0.98,2187.00,58.00,0.66,0.30
768921933,Existing Customer,34,Male,2,High School,Married,$60k - $80k,Blue,28,3,3,3,2853.00,2420.00,433.00,0.86,1750.00,47.00,0.81,0.85
716043258,Existing Customer,53,Male,3,Unknown,Married,$40k - $60k,Blue,41,6,1,2,1595.00,870.00,725.00,0.69,1745.00,41.00,0.58,0.55
718909158,Existing Customer,38,Male,1,College,Married,Less Than $40k,Blue,25,6,3,3,5559.00,658.00,4901.00,0.63,1793.00,37.00,0.95,0.12
719788833,Existing Customer,47,Male,3,High School,Married,$60k - $80k,Blue,36,6,2,3,10569.00,0.00,10569.00,0.84,1682.00,44.00,1.00,0.00
714306258,Existing Customer,56,Male,1,College,Married,$60k - $80k,Blue,46,3,2,1,10117.00,2242.00,7875.00,0.66,1509.00,44.00,0.47,0.22
718923858,Existing Customer,42,Male,1,College,Married,$60k - $80k,Silver,29,5,2,2,26750.00,1204.00,25546.00,0.43,1131.00,29.00,0.32,0.05
752666508,Existing Customer,41,Male,4,College,Married,$80k - $120k,Silver,34,4,3,3,34516.00,1347.00,33169.00,0.80,1005.00,22.00,1.00,0.04
720990183,Attrited Customer,54,Male,5,High School,Married,$60k - $80k,Blue,36,5,2,3,14539.00,0.00,14539.00,0.91,965.00,26.00,0.53,0.00
721250358,Existing Customer,50,Male,2,Unknown,Married,$40k - $60k,Blue,36,3,1,3,5426.00,1478.00,3948.00,0.66,1266.00,22.00,0.57,0.27
759823158,Existing Customer,46,Male,1,Unknown,Married,$60k - $80k,Blue,39,4,3,3,5374.00,2324.00,3050.00,0.42,1557.00,49.00,0.40,0.43
716608608,Attrited Customer,41,Male,2,Uneducated,Married,$80k - $120k,Blue,33,5,3,3,8004.00,1452.00,6552.00,0.93,1084.00,32.00,0.52,0.18
708895158,Existing Customer,46,Male,2,Unknown,Married,$80k - $120k,Blue,34,3,3,3,2925.00,2365.00,560.00,0.69,1371.00,30.00,0.58,0.81
720840108,Existing Customer,44,Male,0,Uneducated,Married,Less Than $40k,Blue,24,5,3,0,8837.00,2103.00,6734.00,0.56,3753.00,60.00,0.88,0.24
718870158,Existing Customer,47,Male,4,High School,Married,$60k - $80k,Blue,34,5,2,3,4592.00,1635.00,2957.00,0.95,1772.00,52.00,0.49,0.36
711809283,Existing Customer,31,Male,1,Unknown,Married,Less Than $40k,Blue,36,3,3,3,1868.00,1515.00,353.00,1.36,2229.00,35.00,0.67,0.81
816513108,Existing Customer,54,Male,4,Graduate,Married,$60k - $80k,Blue,49,3,1,2,5269.00,1099.00,4170.00,1.18,2195.00,63.00,0.97,0.21
823606983,Existing Customer,39,Male,2,College,Married,$60k - $80k,Blue,35,4,3,2,7410.00,2517.00,4893.00,1.92,2398.00,37.00,1.18,0.34
717028158,Existing Customer,53,Male,3,Graduate,Married,$120k +,Blue,44,3,2,3,12163.00,2082.00,10081.00,1.55,2649.00,56.00,0.70,0.17
788485908,Existing Customer,44,Male,3,Unknown,Married,$60k - $80k,Blue,37,3,2,3,6224.00,0.00,6224.00,0.74,1463.00,34.00,0.89,0.00
714472608,Existing Customer,59,Male,0,College,Married,Less Than $40k,Blue,49,3,3,3,4250.00,1095.00,3155.00,0.95,1174.00,27.00,0.80,0.26
718050033,Existing Customer,54,Male,2,College,Married,$120k +,Blue,43,3,2,3,5657.00,1719.00,3938.00,0.61,2028.00,55.00,0.67,0.30
816600933,Attrited Customer,56,Male,0,College,Married,$80k - $120k,Blue,51,3,2,3,14501.00,0.00,14501.00,0.85,1031.00,25.00,0.39,0.00
714208533,Attrited Customer,43,Male,3,High School,Married,$60k - $80k,Blue,36,1,3,3,8663.00,288.00,8375.00,0.64,916.00,33.00,0.32,0.03
713743158,Existing Customer,47,Male,1,Graduate,Married,$60k - $80k,Blue,36,4,3,2,19063.00,1714.00,17349.00,0.79,1270.00,21.00,0.62,0.09
719070108,Existing Customer,44,Male,2,Graduate,Married,$80k - $120k,Silver,35,4,1,3,34516.00,1726.00,32790.00,0.87,1729.00,52.00,0.68,0.05
714989583,Existing Customer,46,Male,2,Graduate,Married,$60k - $80k,Blue,36,3,2,3,15405.00,1691.00,13714.00,0.81,1763.00,44.00,0.19,0.11
715901508,Existing Customer,35,Male,1,High School,Married,$80k - $120k,Blue,25,6,1,2,23991.00,2307.00,21684.00,0.91,1843.00,43.00,0.72,0.10
712523283,Existing Customer,55,Male,2,Unknown,Married,$120k +,Blue,41,4,3,2,14938.00,0.00,14938.00,0.49,1134.00,31.00,0.63,0.00
708134283,Existing Customer,35,Male,2,Uneducated,Married,Less Than $40k,Blue,36,4,3,3,3131.00,629.00,2502.00,0.75,1483.00,31.00,0.63,0.20
719391783,Existing Customer,46,Male,4,Uneducated,Married,$40k - $60k,Blue,35,3,2,2,9149.00,1566.00,7583.00,0.97,1790.00,60.00,0.77,0.17
780713058,Existing Customer,46,Male,3,High School,Married,$60k - $80k,Blue,35,4,3,3,14701.00,1635.00,13066.00,0.62,3490.00,69.00,0.53,0.11
779338683,Existing Customer,62,Male,1,Graduate,Married,$60k - $80k,Blue,44,5,2,2,14825.00,962.00,13863.00,0.76,1904.00,49.00,0.53,0.07
787800108,Existing Customer,55,Male,2,College,Married,$80k - $120k,Blue,45,5,1,2,2929.00,2431.00,498.00,1.63,1903.00,39.00,0.63,0.83
721397808,Existing Customer,32,Male,0,High School,Married,$40k - $60k,Blue,24,5,2,0,3735.00,1176.00,2559.00,1.18,1564.00,41.00,0.71,0.32
716032233,Existing Customer,42,Male,2,College,Married,$80k - $120k,Blue,32,5,2,2,22120.00,1805.00,20315.00,0.65,3981.00,65.00,0.67,0.08
717835908,Existing Customer,33,Male,2,Post-Graduate,Married,$80k - $120k,Blue,22,3,3,3,1438.30,681.00,757.30,1.54,2730.00,48.00,0.78,0.47
778663458,Attrited Customer,65,Male,1,High School,Married,Less Than $40k,Blue,47,3,2,1,1759.00,0.00,1759.00,1.06,821.00,18.00,0.50,0.00
716024808,Attrited Customer,57,Male,1,Graduate,Married,$80k - $120k,Blue,36,3,3,3,4829.00,2418.00,2411.00,0.60,938.00,21.00,0.40,0.50
713854608,Existing Customer,62,Male,1,Uneducated,Married,$60k - $80k,Blue,36,6,3,3,9521.00,1669.00,7852.00,1.31,2444.00,63.00,0.40,0.18
789368658,Existing Customer,57,Male,2,Graduate,Married,$80k - $120k,Blue,47,6,2,3,2092.00,1387.00,705.00,0.73,1468.00,30.00,0.30,0.66
772375533,Existing Customer,30,Male,1,Graduate,Married,$80k - $120k,Blue,19,5,3,2,9959.00,2377.00,7582.00,1.10,1560.00,39.00,0.70,0.24
711878733,Existing Customer,60,Male,1,Uneducated,Married,$60k - $80k,Blue,48,3,1,3,10264.00,2073.00,8191.00,0.62,1685.00,45.00,0.36,0.20
710111733,Existing Customer,48,Male,2,High School,Married,$80k - $120k,Blue,39,5,1,3,8091.00,1996.00,6095.00,0.65,1360.00,28.00,0.65,0.25
715034358,Existing Customer,41,Male,2,Graduate,Married,$120k +,Blue,32,5,2,3,14302.00,2097.00,12205.00,0.41,1505.00,35.00,0.59,0.15
709942383,Existing Customer,34,Male,1,Graduate,Married,$80k - $120k,Blue,36,5,3,2,6313.00,782.00,5531.00,0.93,1703.00,34.00,0.89,0.12
709217358,Existing Customer,40,Male,3,Post-Graduate,Married,$80k - $120k,Blue,36,5,3,2,20371.00,1832.00,18539.00,0.91,1665.00,45.00,0.80,0.09
720998358,Existing Customer,52,Male,0,High School,Married,$120k +,Silver,41,3,3,1,34516.00,1043.00,33473.00,0.56,1489.00,38.00,0.36,0.03
715232058,Existing Customer,61,Male,0,Post-Graduate,Married,$40k - $60k,Blue,53,5,1,2,5561.00,1434.00,4127.00,1.42,1820.00,42.00,0.83,0.26
788728608,Existing Customer,34,Male,0,High School,Married,$40k - $60k,Blue,13,3,3,2,3870.00,1394.00,2476.00,0.83,1588.00,36.00,0.71,0.36
717190533,Existing Customer,49,Male,4,High School,Married,$60k - $80k,Blue,36,6,3,2,12938.00,661.00,12277.00,0.73,1282.00,32.00,0.78,0.05
716580033,Existing Customer,53,Male,3,High School,Married,$120k +,Blue,36,3,1,3,21178.00,1796.00,19382.00,1.18,1872.00,59.00,1.11,0.09
714334383,Existing Customer,54,Male,2,Graduate,Married,$60k - $80k,Blue,42,6,2,0,3583.00,0.00,3583.00,1.09,1065.00,28.00,1.55,0.00
735565158,Existing Customer,46,Male,4,Graduate,Married,$60k - $80k,Blue,33,6,2,2,21548.00,1180.00,20368.00,0.52,1582.00,38.00,0.65,0.06
717180633,Existing Customer,59,Male,1,Post-Graduate,Married,$40k - $60k,Blue,36,4,2,2,2483.00,1372.00,1111.00,1.64,1704.00,35.00,0.46,0.55
710045058,Existing Customer,46,Male,5,High School,Married,$40k - $60k,Silver,28,5,1,3,18797.00,2158.00,16639.00,0.45,1364.00,40.00,0.54,0.12
710164683,Existing Customer,33,Male,1,Graduate,Married,$60k - $80k,Blue,22,3,1,3,2859.00,2517.00,342.00,1.25,2247.00,36.00,0.64,0.88
721036233,Existing Customer,61,Male,0,High School,Married,$60k - $80k,Blue,36,4,3,3,9172.00,1567.00,7605.00,1.45,1836.00,42.00,0.75,0.17
710036508,Existing Customer,42,Male,5,Uneducated,Married,$40k - $60k,Blue,34,5,3,2,14281.00,1519.00,12762.00,0.26,1164.00,35.00,0.52,0.11
824807658,Existing Customer,45,Male,3,Graduate,Married,$60k - $80k,Blue,41,6,3,3,9106.00,2477.00,6629.00,0.52,1239.00,33.00,0.74,0.27
717561108,Existing Customer,52,Male,1,Graduate,Married,$80k - $120k,Blue,36,4,3,2,34516.00,549.00,33967.00,0.78,1629.00,32.00,0.78,0.02
717127083,Existing Customer,37,Male,3,Graduate,Married,$120k +,Blue,25,3,3,0,15017.00,1733.00,13284.00,0.64,2076.00,58.00,0.49,0.12
772460508,Existing Customer,53,Male,1,Uneducated,Married,$40k - $60k,Blue,43,3,1,2,4426.00,1530.00,2896.00,0.52,1231.00,34.00,0.21,0.35
